LDAP_CODE,부서1,부서2,부서3,부서4,부서5,부서6,공무원_종류,직급,정원수
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,직업상담주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용서비스정책과,일반직,사무운영서기보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험기획과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사위원회,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사위원회,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사관실,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사관실,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사관실,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용보험심사관실,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,직업상담주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,고용지원실업급여과,일반직,공업·보건 또는 시설주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,자산운용팀,일반직,행정 또는 전산주사보,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용서비스정책관,국민취업지원기획팀,일반직,전산주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정 또는 통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,통계 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용서비스기반과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,서기관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,고용문화개선정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,행정 또는 통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,행정 또는 통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,미래고용분석과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,행정 또는 통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계사무관,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,행정 또는 통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,고용지원정책관,노동시장조사과,일반직,통계주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,고령사회인력정책과,일반직,사무운영서기보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,장애인고용과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,통합고용정책국,사회적기업과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년고용기획과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,청년취업지원과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사보,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,청년고용정책관,공정채용기반과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력정책과,일반직,사무운영서기보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,직업능력평가과,일반직,행정 또는 전산주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정 또는 전산주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,인적자원개발과,일반직,직업상담주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정주사,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정주사보,1
,고용노동부,본부,차관,고용정책실,직업능력정책국,기업훈련지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정·통계·공업·보건· 시설·전산 또는 기록연구관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정·통계·직업상담·공업· 보건·시설 또는 전산주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노동정책총괄과,일반직,사무운영서기보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,노무제공자지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,공공노사관계과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노동정책관,임금근로시간정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사협력정책과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계법제과,일반직,행정전문관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,노사협력정책관,노사관계지원과,일반직,행정주사보,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,부이사관·서기관 또는 과학기술서기관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,서기관 또는 행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정·공업·보건·시설 또는 전산사무관,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사,1
,고용노동부,본부,차관,노동정책실,근로기준정책관,근로기준정책과,일반직,행정주사보,1
